syllabified	notSyllabified	numeric
well;spring	wellspring	1000100000
ex;plain	explain	1010000
men;stru;a;tion	menstruation	100100011000
hy;drate	hydrate	1010000
af;ghan;i	afghani	1010001
hu;man;ly	humanly	1010010
te;di;ous	tedious	1010100
bowl;er	bowler	100010
blend;er	blender	1000010
me;tre	metre	10100
spent	spent	10000
clean;ing	cleaning	10000100
feed	feed	1000
creek	creek	10000
a;ga	aga	110
cap;tur;ing	capturing	100100100
un;read	unread	101000
phys;i;ol;o;gy	physiology	1000110110
last;ing	lasting	1000100
in;tu;it	intuit	101010
tast;ing	tasting	1000100
re;trac;tion	retraction	1010001000
am;pu;ta;tion	amputation	1010101000
chil;e	chile	10001
surf;ing	surfing	1000100
hy;dra;tion	hydration	101001000
strat;o;sphere	stratosphere	100001100000
change;a;ble	changeable	1000001100
throw	throw	10000
in;tru;sion	intrusion	101001000
air;port	airport	1001000
hearts	hearts	100000
black;jack	blackjack	100001000
smooth;ies	smoothies	100000100
gym;nas;tic	gymnastic	100100100
re;trans;mit	retransmit	1010000100
re;flec;tive	reflective	1010001000
ag;o;ra	agora	10110
out;reach	outreach	10010000
af;ter;noons	afternoons	1010010000
kwa;cha	kwacha	100100
ne;o;na;tal	neonatal	10110100
bi;week;ly	biweekly	10100010
sum;mon	summon	100100
pa;pa;cy	papacy	101010
scab	scab	1000
in;tro;spec;tive	introspective	1010010001000
be;tween	between	1010000
high	high	1000
hem;or;rhag;ic	hemorrhagic	10010100010
lu;ci;fer	lucifer	1010100
cur;sive	cursive	1001000
mill;stone	millstone	100010000
meg;a;lith;ic	megalithic	1001100010
gave	gave	1000
quiz	quiz	1000
e;nor;mous;ly	enormously	1100100010
rho;di;um	rhodium	1001010
way;ward	wayward	1001000
kud;zu	kudzu	10010
mag;a;zine	magazine	10011000
wits	wits	1000
broil	broil	10000
un;a;vail;a;bil;i;ty	unavailability	10110001100110
piv;ot;al	pivotal	1001010
for;giv;ing	forgiving	100100100
tech;nol;o;gy	technology	1000100110
fin;ger;ing	fingering	100100100
et;y;mol;o;gy	etymology	101100110
wa;ter;mel;on	watermelon	1010010010
ad;o;les;cent	adolescent	1011001000
un;stead;y	unsteady	10100001
hy;dro;pon;ic	hydroponic	1010010010
ex;em;pli;fy	exemplify	101010010
tab;by	tabby	10010
spin;ach	spinach	1000100
pul;pit	pulpit	100100
hand;made	handmade	10001000
con;clave	conclave	10010000
sniff	sniff	10000
un;plug	unplug	101000
bi;op;sy	biopsy	101010
cus;tom;ar;y	customary	100100101
di;al;y;sis	dialysis	10101100
au;to;bi;og;ra;phy	autobiography	1010101010100
in;her;it	inherit	1010010
su;per;vised	supervised	1010010000
hour;glass	hourglass	100010000
shire	shire	10000
spec;tro;scop;ic	spectroscopic	1000100100010
fa;mil;i;ar;i;ty	familiarity	10100110110
sore;ness	soreness	10001000
spi;der	spider	100100
mag;ni;tude	magnitude	100101000
pos;sess	possess	1001000
nap;py	nappy	10010
glide	glide	10000
re;tail;er	retailer	10100010
sup;posed	supposed	10010000
scart	scart	10000
skip;ping	skipping	10001000
man;date	mandate	1001000
quirk	quirk	10000
col;in	colin	10010
syn;di;cate	syndicate	100101000
good;ies	goodies	1000100
pol;y;graph	polygraph	100110000
con;fu;sion	confusion	100101000
piste	piste	10000
mess;i;er	messier	1000110
ca;ve;at	caveat	101010
a;far	afar	1100
speak;eas;y	speakeasy	100001001
cream;er;y	creamery	10000101
ge;o;graph;ic	geographic	1011000010
ben;zyl	benzyl	100100
pho;ton	photon	100100
paint	paint	10000
blast;ing	blasting	10000100
ap;pre;ci;a;ble	appreciable	10100101100
ca;noe	canoe	10100
shud;der	shudder	1000100
caul;dron	cauldron	10001000
ex;pi;ra;tion	expiration	1010101000
pos;ture	posture	1001000
bill	bill	1000
point;ed	pointed	1000010
sul;tan	sultan	100100
pa;se;o	paseo	10101
pairs	pairs	10000
prac;tised	practised	100010000
nix	nix	100
rags	rags	1000
rind	rind	1000
ba;zar	bazar	10100
en;do;cri;nol;o;gy	endocrinology	1010100100110
de;tour	detour	101000
pierc;ing	piercing	10000100
un;bear;a;ble	unbearable	1010001100
di;a;lec;ti;cal	dialectical	10110010100
door;way	doorway	1000100
win;ner	winner	100100
fier;y	fiery	10001
xen;on	xenon	10010
in;ac;ti;va;tion	inactivation	101010101000
re;gen;cy	regency	1010010
en;thu;si;as;ti;cal;ly	enthusiastically	1010010101010010
com;pen;sat;ed	compensated	10010010010
light;en;ing	lightening	1000010100
braz;ing	brazing	1000100
cel;lo	cello	10010
lute	lute	1000
o;pal	opal	1100
char;i;ot	chariot	1000110
luck;i;ly	luckily	1000110
big;gie	biggie	100100
lic;o;rice	licorice	10011000
plat;ter	platter	1000100
cap;ping	capping	1001000
in;ad;e;quate	inadequate	1010110000
lap	lap	100
ex;pir;ing	expiring	10100100
pro;to;type	prototype	100101000
en;list	enlist	101000
ser;geant	sergeant	10010000
pol;y;sty;rene	polystyrene	10011001000
le;gal	legal	10100
ad;just	adjust	101000
pref;ace	preface	1000100
cor;rec;tion;al	correctional	100100100010
thud	thud	1000
re;fill	refill	101000
cat;a;lyst	catalyst	10011000
pos;ing	posing	100100
au;di;o;vis;u;al	audiovisual	10101100110
na;tion;al;ist	nationalist	10100010100
a;cy;clic	acyclic	1101000
trumps	trumps	100000
ob;vi;ous;ly	obviously	101010010
un;manned	unmanned	10100000
di;as;tol;ic	diastolic	101010010
ef;fi;ca;cious	efficacious	10101010000
mid;field	midfield	10010000
heart;burn	heartburn	100001000
lec;tion;ar;y	lectionary	1001000101
an;y;time	anytime	1011000
dom;i;nat;ing	dominating	1001100100
fran;chis;ing	franchising	10001000100
wor;ry	worry	10010
broad;side	broadside	100001000
num;ber	number	100100
en;to;mol;o;gy	entomology	1010100110
hys;ter;i;cal	hysterical	1001001100
ho;mo;sex;u;al	homosexual	1010100110
dip	dip	100
rap;ture	rapture	1001000
trek;ker	trekker	1000100
az;ure	azure	10100
mea;ger	meager	100100
sea;side	seaside	1001000
sting	sting	10000
trout	trout	10000
crip;ple	cripple	1000100
back;stage	backstage	100010000
mar;ma;lade	marmalade	100101000
grow;ing	growing	1000100
breathe	breathe	1000000
cleav;er	cleaver	1000010
force	force	10000
car;ou;sel	carousel	10010100
fair;way	fairway	1000100
py;rene	pyrene	101000
u;nit;ing	uniting	1100100
firm;ware	firmware	10001000
re;ac;tive	reactive	10101000
co;er;cive	coercive	10101000
priest;hood	priesthood	1000001000
ir;re;duc;i;ble	irreducible	10101001100
yup	yup	100
per;i;o;don;tal	periodontal	10011100100
brawl	brawl	10000
coarse	coarse	100000
sang	sang	1000
spell;ing	spelling	10000100
liv;er	liver	10010
cul;ver	culver	100100
beat;en	beaten	100010
ca;lif	calif	10100
ir;ra;tion;al	irrational	1010100010
slic;er	slicer	100010
charg;er	charger	1000010
es;pe;cial;ly	especially	1010100010
flo;ra	flora	10010
earl	earl	1000
mi;nus	minus	10100
en;dos;co;py	endoscopy	101001010
gob	gob	100
ac;ces;si;ble	accessible	1010010100
e;qua;tor	equator	1100100
pan;to;mime	pantomime	100101000
cup;cake	cupcake	1001000
com;pul;so;ry	compulsory	1001001010
jay	jay	100
re;gi;na	regina	101010
an;thol;o;gy	anthology	101000110
ploy	ploy	1000
rite	rite	1000
look;out	lookout	1000100
re;in;state	reinstate	101010000
mis;tak;en	mistaken	10010010
go;go	gogo	1010
for;bid;ding	forbidding	1001001000
sup;pos;ing	supposing	100100100
ar;gu;men;ta;tive	argumentative	1010100101000
in;ad;vert;ent;ly	inadvertently	1010100010010
tan;gi;ble	tangible	10010100
pret;ti;est	prettiest	100010100
un;ob;struct;ed	unobstructed	101010000010
hire	hire	1000
al;leged	alleged	1010000
cap;i;tal;iz;ing	capitalizing	100110010100
de;sign;ing	designing	101000100
stout	stout	10000
spec;tra	spectra	1000100
o;gle	ogle	1100
lil;ies	lilies	100100
va;cate	vacate	101000
mel;an;chol;y	melancholy	1001010001
feu	feu	100
shake	shake	10000
fre;net;ic	frenetic	10010010
cuffs	cuffs	10000
or;gas;mic	orgasmic	10100100
bar;i;tone	baritone	10011000
match;er	matcher	1000010
zack	zack	1000
mas;sif	massif	100100
beck	beck	1000
ram;ble	ramble	100100
sneak;ing	sneaking	10000100
val;or	valor	10010
thith;er	thither	1000010
re;match	rematch	1010000
fi;du;ci;ar;y	fiduciary	101010101
at;tri;tion	attrition	101001000
free;man	freeman	1000100
tweak	tweak	10000
le;is	leis	1010
stat;ing	stating	1000100
tap;root	taproot	1001000
mar;ten	marten	100100
mouth	mouth	10000
di;ver;gence	divergence	1010010000
ac;tu;ary	actuary	1010100
in;for;ma;tion;al	informational	1010010100010
mon;i;tor	monitor	1001100
deed	deed	1000
pen;cil	pencil	100100
strep;to;my;ces	streptomyces	100001010100
syn;the;sis	synthesis	100100100
phan;ta;sy	phantasy	10001010
mer;ri;mack	merrimack	100101000
prac;ti;cum	practicum	100010100
de;vise	devise	101000
se;duced	seduced	1010000
a;mazed	amazed	110000
ad;dic;tion	addiction	101001000
pro;jet	projet	100100
ox;ford	oxford	101000
sock;et	socket	100010
i;o;dide	iodide	111000
ma;jes;tic	majestic	10100100
fuss	fuss	1000
e;qui;nox	equinox	1100100
frog;gy	froggy	100010
sire	sire	1000
leg;is;la;tion	legislation	10010101000
nick;el;o;de;on	nickelodeon	10001011010
hands	hands	10000
o;ver;laid	overlaid	11001000
un;met	unmet	10100
at;tain;ment	attainment	1010001000
al;der	alder	10100
can;celed	canceled	10010000
re;clin;ing	reclining	101000100
leg;end;ar;y	legendary	100100101
mem;ber;ship	membership	1001001000
fluc;tu;ate	fluctuate	100010100
chal;lenged	challenged	1000100000
ee;rie	eerie	10100
shock;er	shocker	1000010
el;o;quent	eloquent	10110000
an;ti;so;cial	antisocial	1010101000
min;now	minnow	100100
re;li;a;ble	reliable	10101100
di;verge	diverge	1010000
haw;thorn	hawthorn	10010000
wet;ter	wetter	100100
it;er;at;ed	iterated	10101010
a;men;i;ty	amenity	1100110
ar;til;ler;y	artillery	101001001
pre;ferred	preferred	100100000
os;te;o;ar;thri;tis	osteoarthritis	10101101000100
a;dult;hood	adulthood	110001000
strand	strand	100000
mo;ral;i;ty	morality	10100110
in;ept	inept	10100
sil;li;ness	silliness	100101000
ko;ru;na	koruna	101010
re;al;ty	realty	101010
em;ploy;ee	employee	10100010
phy;lum	phylum	100100
mid;land	midland	1001000
halt;ing	halting	1000100
im;pound;ment	impoundment	10100001000
ra;pi;er	rapier	101010
east	east	1000
un;patched	unpatched	101000000
jen	jen	100
strife	strife	100000
un;ranked	unranked	10100000
cor;rect;ness	correctness	10010001000
bob;by	bobby	10010
erst;while	erstwhile	100010000
slew	slew	1000
typ;i;cal	typical	1001100
bal;lot	ballot	100100
bourne	bourne	100000
ox;bow	oxbow	10100
he;mo;lyt;ic	hemolytic	101010010
ar;ranged	arranged	10100000
arles	arles	10000
de;sign	design	101000
u;ni;ver;sal;ist	universalist	110100100100
il;lic;it	illicit	1010010
plan;ta;tion	plantation	1000101000
jave;lin	javelin	1000100
bal;lis;tic	ballistic	100100100
in;form	inform	101000
bot;tom	bottom	100100
bat;tle;ground	battleground	100100100000
gam;ma	gamma	10010
cess	cess	1000
high;line	highline	10001000
ul;tra	ultra	10100
to;talled	totalled	10100000
con;se;quent	consequent	1001010000
chang;er	changer	1000010
in;tel;li;gent;ly	intelligently	1010010100010
roc	roc	100
a;tone;ment	atonement	110001000
stark	stark	10000
con;clud;ing	concluding	1001000100
der;e;lict	derelict	10011000
mews	mews	1000
pa;tient	patient	1010000
un;der;ground	underground	10100100000
grains	grains	100000
spline	spline	100000
ex;ploit	exploit	1010000
un;re;solved	unresolved	1010100000
sen;si;ti;za;tion	sensitization	1001010101000
prise	prise	10000
ma;nip;u;lat;ing	manipulating	101001100100
fore;hand	forehand	10001000
un;der;state;ment	understatement	10100100001000
tram	tram	1000
del;i;cate;ly	delicately	1001100010
honk	honk	1000
myth;ic	mythic	100010
his;to;log;i;cal	histological	100101001100
ma;yan	mayan	10100
u;ri;nat;ing	urinating	110100100
ap;proach	approach	10100000
lcm	lcm	100
hedge	hedge	10000
voc	voc	100
film;ing	filming	1000100
pe;ti;tion	petition	10101000
re;fresh;ing;ly	refreshingly	101000010010
limb	limb	1000
lath;er	lather	100010
heart;less	heartless	100001000
ins	ins	100
rea;son;a;bly	reasonably	1001001100
hin;ter;land	hinterland	1001001000
step;ping	stepping	10001000
loaf	loaf	1000
pin;ion	pinion	100100
trau;ma	trauma	100010
am;a;zon	amazon	101100
ac;tu;al;i;ty	actuality	101010110
spoon;ful	spoonful	10000100
mod;i;fied	modified	10011000
sun;roof	sunroof	1001000
steed	steed	10000
in;ter;plan;e;tar;y	interplanetary	10100100011001
sling;shot	slingshot	100001000
co;ex;ist;ence	coexistence	10101001000
fire;place	fireplace	100010000
card;hold;er	cardholder	1000100010
pole	pole	1000
pay;a;ble	payable	1001100
eas;i;est	easiest	1001100
buy;er	buyer	10010
di;rec;to;rate	directorate	10100101000
ex;pro;pri;a;tion	expropriation	1010010011000
en;quir;ies	enquiries	101000100
so;cial;ize	socialize	101000100
un;cer;tain	uncertain	101001000
psy;chol;o;gy	psychology	1001000110
decl	decl	1000
time;piece	timepiece	100010000
rec;og;nise	recognise	100101000
joss	joss	1000
pac;i;fist	pacifist	10011000
slurp	slurp	10000
mean;while	meanwhile	100010000
blow;fish	blowfish	10001000
heav;i;er	heavier	1000110
su;rat	surat	10100
com;mon;wealth	commonwealth	100100100000
re;val;u;a;tion	revaluation	10100111000
bar;rio	barrio	100100
con;sti;tu;tion;al;i;ty	constitutionality	10010010100010110
in;flex;i;ble	inflexible	1010001100
cask	cask	1000
so;na;ta	sonata	101010
breach	breach	100000
yes;ter;day	yesterday	100100100
flood	flood	10000
ilk	ilk	100
blitz;krieg	blitzkrieg	1000010000
re;lied	relied	101000
lov;er	lover	10010
com;par;i;son	comparison	1001001100
ver;sion	version	1001000
su;per;charged	supercharged	101001000000
wood;man	woodman	1000100
soph;o;more	sophomore	100011000
mid	mid	100
shav;en	shaven	100010
flour;ish	flourish	10000100
al;ge;bra;ic	algebraic	101010010
sus;te;nance	sustenance	1001010000
bag;gy	baggy	10010
re;als	reals	10100
ram;pant	rampant	1001000
mar;ket;er	marketer	10010010
con;fuse	confuse	1001000
camp;site	campsite	10001000
chro;mi;um	chromium	10001010
out;back	outback	1001000
burl	burl	1000
land;lord	landlord	10001000
sum;ma	summa	10010
book;let	booklet	1000100
sex;tet	sextet	100100
mi;gra;to;ry	migratory	101001010
feld;spar	feldspar	10001000
black;board	blackboard	1000010000
wool	wool	1000
al;ter;na;tive;ly	alternatively	1010010100010
bu;lim;i;a	bulimia	1010011
trawl;er	trawler	1000010
pre;tense	pretense	10010000
in;voic;ing	invoicing	101000100
judg;men;tal	judgmental	1000100100
pen;i;cil;lin	penicillin	1001100100
con;tact	contact	1001000
ho;mo;zy;gous	homozygous	1010101000
frag;ment	fragment	10001000
dis;rupt	disrupt	1001000
col;os;se;um	colosseum	100101010
eth;i;cal	ethical	1001100
al;lele	allele	101000
spouse	spouse	100000
his	his	100
jack;ass	jackass	1000100
lead;er;ship	leadership	1000101000
rose;wood	rosewood	10001000
psy;chi;at;ric	psychiatric	10010010100
lu;au	luau	1010
mas;ter;piece	masterpiece	10010010000
pro;vi;so	proviso	1001010
la;bour	labour	101000
salt;er	salter	100010
out;pour;ing	outpouring	1001000100
sur;gi;cal;ly	surgically	1001010010
con;sult;a;tive	consultative	100100011000
por;nog;ra;phy	pornography	10010010100
light;hous;es	lighthouses	10000100010
toast;er	toaster	1000010
con;ven;er	convener	10010010
su;per;no;va	supernova	101001010
sweat;ing	sweating	10000100
iced	iced	1000
meant	meant	10000
sleep;y	sleepy	100001
leg;i;ble	legible	1001100
mile;stone	milestone	100010000
airs	airs	1000
rant	rant	1000
coop;er	cooper	100010
ro;tun;da	rotunda	1010010
af;fec;tion	affection	101001000
do;sim;e;try	dosimetry	101001100
com;i;cal	comical	1001100
sub;ti;tle	subtitle	10010100
ad;vance	advance	1010000
rem;i;nis;cent	reminiscent	10011001000
base;man	baseman	1000100
air;waves	airwaves	10010000
an;ge;lique	angelique	101010000
lax;a;tive	laxative	10011000
plu	plu	100
pot;ting	potting	1001000
dis;rup;tion	disruption	1001001000
sur;vived	survived	10010000
vis;u;al;i;za;tion	visualization	1001101101000
air;lin;er	airliner	10010010
of;ten	often	10100
brows;ing	browsing	10000100
de;fin;i;tive;ly	definitively	101001100010
de;fend	defend	101000
goes	goes	1000
in;vest	invest	101000
slat;ed	slated	100010
kid;ding	kidding	1001000
bri;ar	briar	10010
rouse	rouse	10000
plan;er	planer	100010
sup;ple	supple	100100
mon;te	monte	10010
dev;el	devel	10010
fid;dler	fiddler	1001000
al;tar	altar	10100
bril;liant;ly	brilliantly	10001000010
trove	trove	10000
rum;ble	rumble	100100
sa;vor;y	savory	101001
cone	cone	1000
ruf;fle	ruffle	100100
torch	torch	10000
war;ing	waring	100100
trash	trash	10000
em;pha;siz;ing	emphasizing	10100100100
staff;er	staffer	1000010
ac;com;mo;dat;ed	accommodated	101001010010
damned	damned	100000
sup;port;ive	supportive	1001000100
de;ceive	deceive	1010000
ped;dling	peddling	10010000
flack	flack	10000
strat;i;fied	stratified	1000011000
a;la	ala	110
nu;tri;tion;ist	nutritionist	101001000100
an;tag;o;nist	antagonist	1010011000
on;wards	onwards	1010000
pos;tur;al	postural	10010010
mech;a;nis;tic	mechanistic	10001100100
jazz	jazz	1000
chou	chou	1000
prof	prof	1000
pho;tog;ra;phy	photography	10010010100
sludge	sludge	100000
re;hear;ing	rehearing	101000100
fight;ing	fighting	10000100
im;mi;grat;ed	immigrated	1010100010
a;mie	amie	1100
un;wrap	unwrap	101000
ma;chined	machined	10100000
girl	girl	1000
ta;ble;ware	tableware	101001000
ab;ba	abba	1010
pooh	pooh	1000
ber;yl	beryl	10010
fe;tal	fetal	10100
ag;gra;vated	aggravated	1010010000
tri;en;ni;al	triennial	100101010
max;im	maxim	10010
bol;she;vik	bolshevik	100100100
gill	gill	1000
con;tin;u;a;tion	continuation	100100111000
es;ca;lat;ed	escalated	101010010
en;hanced	enhanced	10100000
sprink;ler	sprinkler	100000100
com;par;a;tive;ly	comparatively	1001001100010
af;fect;ing	affecting	101000100
rel;e;van;cy	relevancy	100110010
trou;ser	trouser	1000100
ar;mor	armor	10100
bun;ny	bunny	10010
bust;er	buster	100010
un;der;weight	underweight	10100100000
mon;o;logue	monologue	100110000
de;com;posed	decomposed	1010010000
ca;bal;le;ro	caballero	101001010
kitch;en;ette	kitchenette	10000101000
hos;es	hoses	10010
kan;ji	kanji	10010
treb;u;chet	trebuchet	100011000
slick	slick	10000
ban;ish	banish	100100
op;po;si;tion	opposition	1010101000
a;gen;da	agenda	110010
go;a	goa	101
shelled	shelled	1000000
rang;er	ranger	100010
down;wards	downwards	100010000
el;e;ment;al	elemental	101100010
ex;pe;dit;ed	expedited	101010010
su;per;charg;er	supercharger	101001000010
os;ten;si;bly	ostensibly	1010010100
ma;gi;cian	magician	10101000
cin;e;ma;tog;ra;pher	cinematographer	100110100101000
en;gage	engage	101000
dis;joint;ed	disjointed	1001000010
pro;ges;ter;one	progesterone	100100100100
in;i;ti;a;tive	initiative	1011011000
al;lud;ed	alluded	1010010
eye;lin;er	eyeliner	10010010
ome;let	omelet	100100
un;sure	unsure	101000
re;gret	regret	101000
is;sue	issue	10100
let;ter;head	letterhead	1001001000
jug	jug	100
book	book	1000
lem;mas	lemmas	100100
chokes	chokes	100000
swag	swag	1000
gin;ger	ginger	100100
tu;to;ri;al	tutorial	10101010
help;less;ly	helplessly	1000100010
tab;u;la;tion	tabulation	1001101000
ka;na	kana	1010
nil	nil	100
sag;ging	sagging	1001000
mon;ies	monies	100100
sky;line	skyline	1001000
up;held	upheld	101000
pol;lu;tant	pollutant	100101000
ab;a;cus	abacus	101100
guy	guy	100
u;ri;na;tion	urination	110101000
in;su;lat;ed	insulated	101010010
loins	loins	10000
dis;cus	discus	100100
ex;ten;sion	extension	101001000
car;ni;val	carnival	10010100
main;stay	mainstay	10001000
fes;tive	festive	1001000
fed;er;al;ist	federalist	1001010100
sis;ter	sister	100100
no;ti;fi;er	notifier	10101010
un;der;stand;ing	understanding	1010010000100
ca;pri;cious	capricious	1010010000
re;veal	reveal	101000
fer;mi	fermi	10010
pi;lot;ing	piloting	10100100
north;west	northwest	100001000
pro;vide	provide	1001000
keep;er	keeper	100010
pau;per	pauper	100100
se;le;ni;um	selenium	10101010
club;house	clubhouse	100010000
yelp	yelp	1000
stat;u;ary	statuary	10001100
lord;ship	lordship	10001000
pain;ful	painful	1000100
chron;o;graph	chronograph	10000110000
hey	hey	100
ap;point;ee	appointee	101000010
cool;er	cooler	100010
psy;chi;a;trist	psychiatrist	100100110000
slip;knot	slipknot	10001000
col;late	collate	1001000
a;mi;no	amino	11010
mem;ber	member	100100
con;vec;tive	convective	1001001000
press	press	10000
chlo;ro;plast	chloroplast	10001010000
mange	mange	10000
dat;ing	dating	100100
rev;o;lu;tion	revolution	1001101000
fish	fish	1000
pol;y;mer	polymer	1001100
stim;u;late	stimulate	100011000
school;chil;dren	schoolchildren	10000010001000
herb;i;cide	herbicide	100011000
an;tique	antique	1010000
ko;la	kola	1010
jai	jai	100
in;sti;tu;tion;al	institutional	1010010100010
tor;rent	torrent	1001000
spence	spence	100000
min;i;bus	minibus	1001100
shred	shred	10000
bez;el	bezel	10010
brim;stone	brimstone	100010000
sub;lime	sublime	1001000
byte	byte	1000
just	just	1000
co;coon	cocoon	101000
tran;sect	transect	10001000
fi;nal;ist	finalist	10100100
en;cum;brance	encumbrance	10100100000
a;vert	avert	11000
ri;al	rial	1010
plung;er	plunger	1000010
po;lite	polite	101000
hunk;y	hunky	10001
bib;li;cal	biblical	10010100
back;fill	backfill	10001000
en;er;giz;ing	energizing	1010100100
be;haved	behaved	1010000
crave	crave	10000
pur;su;ance	pursuance	100101000
di;vert	divert	101000
un;an;nounced	unannounced	10101000000
chess	chess	10000
beep;er	beeper	100010
di;ag;nos;ing	diagnosing	1010100100
li;do;caine	lidocaine	101010000
le;thal	lethal	101000
trans;lu;cent	translucent	10000101000
shed	shed	1000
va;pour	vapour	101000
un;spoiled	unspoiled	101000000
ve;ran;dah	verandah	10100100
de;vel;op;ing	developing	1010010100
de;mand;ing	demanding	101000100
clout	clout	10000
round;up	roundup	1000010
splat	splat	10000
lob;bied	lobbied	1001000
ar;rived	arrived	1010000
li;quid;i;ty	liquidity	101000110
in;ter;est	interest	10100100
leas;ing	leasing	1000100
hon;est	honest	100100
res;pite	respite	1001000
ref;or;ma;tion	reformation	10010101000
de;lud;ed	deluded	1010010
be;low	below	10100
dec;o;rate	decorate	10011000
tox;ic;i;ty	toxicity	10010110
e;ven;tu;al	eventual	11001010
door;bell	doorbell	10001000
clump	clump	10000
teem;ing	teeming	1000100
kerb	kerb	1000
am;ply	amply	10100
bind	bind	1000
sib	sib	100
shad;ow	shadow	100010
seal;er	sealer	100010
re;tire	retire	101000
gib;bon	gibbon	100100
az;o	azo	101
pix	pix	100
maid;en	maiden	100010
sloth	sloth	10000
win;ter;green	wintergreen	10010010000
in;tol;er;ance	intolerance	10100101000
farce	farce	10000
hol;o;graph;ic	holographic	10011000010
harp;si;chord	harpsichord	10001010000
de;fer	defer	10100
opp	opp	100
pas;time	pastime	1001000
break	break	10000
shak;ing	shaking	1000100
book;keep;er	bookkeeper	1000100010
cling;ing	clinging	10000100
an;kle	ankle	10100
an;a;lyt;i;cal;ly	analytically	101100110010
al;go;rith;mic	algorithmic	10101000100
ham;let	hamlet	100100
crash;ing	crashing	10000100
con;tro;ver;sial	controversial	1001001001000
wretch;ed	wretched	10000010
cfi	cfi	100
gra;mer;cy	gramercy	10010010
med;al	medal	10010
lives	lives	10000
dis;eased	diseased	10010000
my;e;lo;ma	myeloma	1011010
mon;o;lith;ic	monolithic	1001100010
south;ern	southern	10000100
steam;boat	steamboat	100001000
car;tog;ra;phy	cartography	10010010100
de;for;est;a;tion	deforestation	1010010011000
know;ing;ly	knowingly	100010010
pack;er	packer	100010
ba;na;nas	bananas	1010100
pri;mus	primus	100100
mag;da;lene	magdalene	100101000
un;fund;ed	unfunded	10100010
stak;ing	staking	1000100
al;cove	alcove	101000
har;ri;er	harrier	1001010
in;nings	innings	1010000
lek	lek	100
im;per;son;al	impersonal	1010010010
can;vas	canvas	100100
pret;ti;er	prettier	10001010
syn;the;size	synthesize	1001001000
de;fen;si;ble	defensible	1010010100
yawn;ing	yawning	1000100
ba;zoo;ka	bazooka	1010010
pre;lim;i;nar;ies	preliminaries	1001001100100
am;phet;a;mine	amphetamine	10100011000
psy;cho;an;a;lyt;ic	psychoanalytic	10010010110010
tor;na;do	tornado	1001010
im;me;di;a;cy	immediacy	101010110
ac;tu;ar;i;al	actuarial	101010110
lin;en	linen	10010
sub;tly	subtly	100100
ap;pe;tiz;er	appetizer	101010010
con;tem;pla;tive	contemplative	1001001001000
a;vi;a;tion	aviation	11011000
fal;si;fied	falsified	100101000
rid;dle	riddle	100100
re;cid;i;vism	recidivism	1010011000
sat;u;ra;tion	saturation	1001101000
con;glom;er;ate	conglomerate	100100010100
im;ped;ed	impeded	1010010
co;ni;fer	conifer	1010100
el;e;vat;ing	elevating	101100100
ei;dos	eidos	10100
ec;cle;si;as;ti;cal	ecclesiastical	10100101010100
ca;dre	cadre	10100
cam;paign;er	campaigner	1001000010
tac;tic	tactic	100100
vexed	vexed	10000
vow	vow	100
cor;re;lat;ing	correlating	10010100100
at;trac;tion	attraction	1010001000
sig;net	signet	100100
wild;wood	wildwood	10001000
gig	gig	100
dis;con;tin;u;ous	discontinuous	1001001001100
dune	dune	1000
cy;a;nide	cyanide	1011000
ham;mered	hammered	10010000
kin;ship	kinship	1001000
an;ti;ox;i;dant	antioxidant	10101011000
ar;rest;ing	arresting	101000100
ex;pose	expose	101000
sus;pend	suspend	1001000
de;sire	desire	101000
em;bel;lish;ment	embellishment	1010010001000
lat;er;al;ly	laterally	100101010
mil	mil	100
fe;male	female	101000
chang;ing	changing	10000100
a;nae;mi;a	anaemia	1100101
fan;cied	fancied	1001000
lec;tured	lectured	10010000
sleep;er	sleeper	1000010
fol;low;er	follower	10010010
queer	queer	10000
tril;lion	trillion	10001000
hot	hot	100
un;com;pro;mis;ing	uncompromising	10100100100100
frame;work	framework	100001000
re;named	renamed	1010000
green;er;y	greenery	10000101
mys;ter;y	mystery	1001001
joke	joke	1000
chop;pers	choppers	10001000
gran;ny	granny	100010
soc;cer	soccer	100100
fit;ness	fitness	1001000
o;ver;due	overdue	1100100
link;age	linkage	1000100
min;i;mal	minimal	1001100
en;cryp;tion	encryption	1010001000
with;drew	withdrew	10001000
bare;ly	barely	100010
ma;li	mali	1010
vil;lag;er	villager	10010010
bu;reaus	bureaus	1010000
spe;cial;ist	specialist	1001000100
al;o;pe;ci;a	alopecia	10110101
con;strained	constrained	10010000000
cat;ter;y	cattery	1001001
um;bil;i;cal	umbilical	101001100
quad;ra	quadra	100010
ug;ly	ugly	1010
out;rig;ger	outrigger	100100100
whit;ing	whiting	1000100
key;stone	keystone	10010000
res;o;nate	resonate	10011000
flint	flint	10000
bis;cuit	biscuit	1001000
my;thos	mythos	101000
in;no;va;tor	innovator	101010100
dodg;er	dodger	100010
at;tached	attached	10100000
rac;ist	racist	100100
eq;ui;ty	equity	101010
ship	ship	1000
des;per;ate;ly	desperately	10010010010
gar;net	garnet	100100
trans;fer	transfer	10000100
ex;plic;it	explicit	10100010
mate	mate	1000
mood	mood	1000
pro;fess	profess	1001000
spank;ing	spanking	10000100
air;y	airy	1001
laugh;ter	laughter	10000100
de;com;pose	decompose	101001000
