syllabified	notSyllabified	numeric
in;fi;nite	infinite	10101000
in;fi;nite;ly	infinitely	1010100010
in;field	infield	1010000
in;fil;tra;tion	infiltration	101001001000
in;fil;trat;ed	infiltrated	10100100010
in;fil;trate	infiltrate	1010010000
in;fill	infill	101000
in;fin;i;tes;i;mal	infinitesimal	1010011001100
in;fin;i;ty	infinity	10100110
in;fir;ma;ry	infirmary	101001010
in;firm	infirm	101000
in;fla;tion	inflation	101001000
in;fla;tion;ar;y	inflationary	101001000101
in;flam;ma;tion	inflammation	101000101000
in;flam;ma;to;ry	inflammatory	101000101010
in;flamed	inflamed	10100000
in;flat;a;ble	inflatable	1010001100
in;flat;ed	inflated	10100010
in;flat;ing	inflating	101000100
in;flate	inflate	1010000
in;flec;tion	inflection	1010001000
in;flex;i;ble	inflexible	1010001100
in;flict	inflict	1010000
in;flight	inflight	10100000
in;flow	inflow	101000
in;flu;en;tial	influential	10100101000
in;flu;en;za	influenza	101001010
in;flu;enc;ing	influencing	10100100100
in;flu;ence	influence	101001000
in;flu;enced	influenced	1010010000
in;flux	influx	101000
in;fo	info	1010
in;for;ma;tion	information	10100101000
in;for;ma;tion;al	informational	1010010100010
in;for;mal	informal	10100100
in;for;mal;ly	informally	1010010010
in;form	inform	101000
in;form;a;tive	informative	10100011000
in;form;ant	informant	101000100
in;form;er	informer	10100010
in;formed	informed	10100000
in;fra	infra	10100
in;fra;red	infrared	10100100
in;fra;struc;ture	infrastructure	10100100001000
in;frac;tion	infraction	1010001000
in;fre;quent	infrequent	1010010000
in;fre;quent;ly	infrequently	101001000010
in;fring;ing	infringing	1010000100
in;fringe	infringe	10100000
in;fringe;ment	infringement	101000001000
in;fringed	infringed	101000000
in;fu;sion	infusion	10101000
in;fuse	infuse	101000
in;fused	infused	1010000
in;ge;nu;i;ty	ingenuity	101010110
in;gen;ious	ingenious	101001000
in;ges;tion	ingestion	101001000
in;gest	ingest	101000
in;gle	ingle	10100
in;gle;side	ingleside	101001000
in;grained	ingrained	101000000
in;gre;di;ent	ingredient	1010010100
in;gress	ingress	1010000
in;ha;la;tion	inhalation	1010101000
in;hab;it	inhabit	1010010
in;hab;it;ant	inhabitant	1010010100
in;hab;it;ed	inhabited	101001010
in;hal;er	inhaler	1010010
in;hal;ing	inhaling	10100100
in;hale	inhale	101000
in;haled	inhaled	1010000
in;her;ent	inherent	10100100
in;her;ent;ly	inherently	1010010010
in;her;it	inherit	1010010
in;her;it;ance	inheritance	10100101000
in;her;it;ed	inherited	101001010
in;hi;bi;tion	inhibition	1010101000
in;hib;i;to;ry	inhibitory	1010011010
in;hib;i;tor	inhibitor	101001100
in;hib;it	inhibit	1010010
in;ho;mo;ge;ne;ous	inhomogeneous	1010101010100
in;hu;man	inhuman	1010100
in;hu;mane	inhumane	10101000
in;i;ti;a;tion	initiation	1011011000
in;i;ti;a;tive	initiative	1011011000
in;i;ti;a;tor	initiator	101101100
in;i;ti;at;ed	initiated	101101010
in;i;ti;at;ing	initiating	1011010100
in;i;ti;ate	initiate	10110100
in;i;tial	initial	1011000
in;i;tial;ize	initialize	1011000100
in;i;tial;ly	initially	101100010
in;iq;ui;ty	iniquity	10101010
in;jec;tion	injection	101001000
in;jec;tor	injector	10100100
in;ject	inject	101000
in;ject;a;ble	injectable	1010001100
in;ju;ri;ous	injurious	101010100
in;ju;ries	injuries	10101000
in;ju;ry	injury	101010
in;junc;tion	injunction	1010001000
in;junc;tive	injunctive	1010001000
in;jur;ing	injuring	10100100
in;jure	injure	101000
in;jured	injured	1010000
in;jus;tice	injustice	101001000
in;laid	inlaid	101000
in;land	inland	101000
in;lay	inlay	10100
in;let	inlet	10100
in;line	inline	101000
in;mate	inmate	101000
in;nate	innate	101000
in;ner	inner	10100
in;ner;most	innermost	101001000
in;ner;va;tion	innervation	10100101000
in;ning	inning	101000
in;nings	innings	1010000
in;no;cence	innocence	101010000
in;no;cent	innocent	10101000
in;no;cent;ly	innocently	1010100010
in;no;va;tion	innovation	1010101000
in;no;va;tive	innovative	1010101000
in;no;va;tor	innovator	101010100
in;no;vate	innovate	10101000
in;noc;u;ous	innocuous	101001100
in;nu;en;do	innuendo	10101010
in;nu;mer;a;ble	innumerable	10101001100
in;o;si;tol	inositol	10110100
in;oc;u;la;tion	inoculation	10101101000
in;oc;u;lat;ed	inoculated	1010110010
in;op;er;a;ble	inoperable	1010101100
in;op;er;a;tive	inoperative	10101011000
in;or;di;nate	inordinate	1010101000
in;or;gan;ic	inorganic	101010010
in;pa;tient	inpatient	101010000
in;put	input	10100
in;put;ting	inputting	101001000
in;quest	inquest	1010000
in;qui;si;tion	inquisition	10100101000
in;quir;er	inquirer	10100010
in;quir;ies	inquiries	101000100
in;quir;ing	inquiring	101000100
in;quir;y	inquiry	1010001
in;quire	inquire	1010000
in;quired	inquired	10100000
in;quis;i;tive	inquisitive	10100011000
in;quis;i;tor	inquisitor	1010001100
in;sa;tia;ble	insatiable	1010100100
in;san;i;ty	insanity	10100110
in;sane	insane	101000
in;sane;ly	insanely	10100010
in;scribed	inscribed	101000000
in;scrip;tion	inscription	10100001000
in;se;cu;ri;ty	insecurity	1010101010
in;se;cure	insecure	10101000
in;sec;ti;cide	insecticide	10100101000
in;sect	insect	101000
in;sem;i;na;tion	insemination	101001101000
in;sen;si;tiv;i;ty	insensitivity	1010010100110
in;sen;si;tive	insensitive	10100101000
in;sep;a;ra;ble	inseparable	10100110100
in;ser;tion	insertion	101001000
in;sert	insert	101000
in;sert;ed	inserted	10100010
in;set	inset	10100
in;shore	inshore	1010000
in;sid;er	insider	1010010
in;sid;i;ous	insidious	101001100
in;side	inside	101000
in;sides	insides	1010000
in;sig;ni;a	insignia	10100101
in;sig;nif;i;cant	insignificant	1010010011000
in;sight	insight	1010000
in;sight;ful	insightful	1010000100
in;sist	insist	101000
in;sist;ence	insistence	1010001000
in;sist;ent	insistent	101000100
in;so;far	insofar	1010100
in;sol;u;ble	insoluble	101001100
in;sol;ven;cy	insolvency	1010010010
in;sol;vent	insolvent	101001000
in;sole	insole	101000
in;som;ni;a	insomnia	10100101
in;som;ni;ac	insomniac	101001010
in;spec;tion	inspection	1010001000
in;spec;tor	inspector	101000100
in;spec;tor;ate	inspectorate	101000100100
in;spect	inspect	1010000
in;spi;ra;tion	inspiration	10100101000
in;spi;ra;tion;al	inspirational	1010010100010
in;spir;ing	inspiring	101000100
in;spire	inspire	1010000
in;spired	inspired	10100000
in;sta;bil;i;ty	instability	10100100110
in;stal;la;tion	installation	101000101000
in;stal;ling	installing	1010001000
in;stal;ment	instalment	1010001000
in;stall	install	1010000
in;stall;er	installer	101000010
in;stall;ment	installment	10100001000
in;stalled	installed	101000000
in;stan;ta;ne;ous	instantaneous	1010001010100
in;stan;ta;ne;ous;ly	instantaneously	101000101010010
in;stan;ti;ate	instantiate	10100010100
in;stance	instance	10100000
in;stant	instant	1010000
in;stant;ly	instantly	101000010
in;stead	instead	1010000
in;step	instep	101000
in;sti;gat;ed	instigated	1010010010
in;sti;tu;tion	institution	10100101000
in;sti;tu;tion;al	institutional	1010010100010
in;sti;tu;tion;al;i;za;tion	institutionalization	10100101000101101000
in;sti;tu;tion;al;ized	institutionalized	10100101000101000
in;sti;tut;ed	instituted	1010010010
in;sti;tut;ing	instituting	10100100100
in;sti;tute	institute	101001000
in;sti;tutes	institutes	1010010000
in;still	instill	1010000
in;stilled	instilled	101000000
in;stinc;tive	instinctive	10100001000
in;stinc;tive;ly	instinctively	1010000100010
in;stinct	instinct	10100000
in;stru;men;ta;tion	instrumentation	101000100101000
in;stru;men;tal	instrumental	101000100100
in;stru;men;tal;i;ty	instrumentality	101000100100110
in;stru;ment	instrument	1010001000
in;struc;tion	instruction	10100001000
in;struc;tion;al	instructional	1010000100010
in;struc;tions	instructions	101000010000
in;struc;tive	instructive	10100001000
in;struc;tor	instructor	1010000100
in;struct	instruct	10100000
in;su;la;tion	insulation	1010101000
in;su;la;tor	insulator	101010100
in;su;lar	insular	1010100
in;su;lat;ed	insulated	101010010
in;su;lat;ing	insulating	1010100100
in;su;late	insulate	10101000
in;su;lin	insulin	1010100
in;suf;fi;cien;cy	insufficiency	1010010100010
in;suf;fi;cient	insufficient	101001010000
in;suf;fi;cient;ly	insufficiently	10100101000010
in;sult	insult	101000
in;sult;ing	insulting	101000100
in;sur;er	insurer	1010010
in;sur;gen;cy	insurgency	1010010010
in;sur;gent	insurgent	101001000
in;sur;ing	insuring	10100100
in;sur;mount;a;ble	insurmountable	10100100001100
in;sur;rec;tion	insurrection	101001001000
in;sure	insure	101000
in;sured	insured	1010000
in;tact	intact	101000
in;take	intake	101000
in;tan;gi;ble	intangible	1010010100
in;te;ger	integer	1010100
in;te;gra;ble	integrable	1010100100
in;te;gra;tion	integration	10101001000
in;te;gra;tive	integrative	10101001000
in;te;gra;tor	integrator	1010100100
in;te;gral	integral	10101000
in;te;grat;ed	integrated	1010100010
in;te;grat;ing	integrating	10101000100
in;te;grate	integrate	101010000
in;te;ri;or	interior	10101010
in;teg;ri;ty	integrity	101001010
in;tel;lec;tu;al	intellectual	101001001010
in;tel;lec;tu;al;ly	intellectually	10100100101010
in;tel;lect	intellect	101001000
in;tel;li;genc;er	intelligencer	1010010100010
in;tel;li;gence	intelligence	101001010000
in;tel;li;gent	intelligent	10100101000
in;tel;li;gent;ly	intelligently	1010010100010
in;tel;li;gi;ble	intelligible	101001010100
in;ten;si;fi;ca;tion	intensification	101001010101000
in;ten;si;fied	intensified	10100101000
in;ten;si;fy	intensify	101001010
in;ten;si;fy;ing	intensifying	101001010100
in;ten;si;ty	intensity	101001010
in;ten;sive	intensive	101001000
in;ten;sive;ly	intensively	10100100010
in;ten;tion	intention	101001000
in;ten;tion;al	intentional	10100100010
in;ten;tion;al;ly	intentionally	1010010001010
in;ten;tioned	intentioned	10100100000
in;tend	intend	101000
in;tend;ed	intended	10100010
in;tense	intense	1010000
in;tense;ly	intensely	101000010
in;tent	intent	101000
in;tent;ly	intently	10100010
in;ter;a;gen;cy	interagency	10100110010
in;ter;ac;tion	interaction	10100101000
in;ter;ac;tive	interactive	10100101000
in;ter;act	interact	10100100
in;ter;bank	interbank	101001000
in;ter;cep;tion	interception	101001001000
in;ter;cep;tor	interceptor	10100100100
in;ter;cept	intercept	101001000
in;ter;ces;sion	intercession	101001001000
in;ter;change	interchange	10100100000
in;ter;change;a;ble	interchangeable	101001000001100
in;ter;change;a;bly	interchangeably	101001000001100
in;ter;cit;y	intercity	101001001
in;ter;col;le;giate	intercollegiate	101001001010000
in;ter;com	intercom	10100100
in;ter;con;nec;tion	interconnection	101001001001000
in;ter;con;ti;nen;tal	intercontinental	1010010010100100
in;ter;cool;er	intercooler	10100100010
in;ter;course	intercourse	10100100000
in;ter;de;part;men;tal	interdepartmental	10100101000100100
in;ter;de;pend;ence	interdependence	101001010001000
in;ter;de;pend;ent	interdependent	10100101000100
in;ter;dic;tion	interdiction	101001001000
in;ter;dis;ci;pli;nar;y	interdisciplinary	10100100101001001
in;ter;est	interest	10100100
in;ter;est;ed	interested	1010010010
in;ter;est;ing	interesting	10100100100
in;ter;est;ing;ly	interestingly	1010010010010
in;ter;fa;cial	interfacial	10100101000
in;ter;fac;ing	interfacing	10100100100
in;ter;face	interface	101001000
in;ter;faith	interfaith	1010010000
in;ter;fer;ence	interference	101001001000
in;ter;fer;ing	interfering	10100100100
in;ter;fer;om;e;ter	interferometer	10100100101100
in;ter;fer;om;e;try	interferometry	10100100101100
in;ter;fer;on	interferon	1010010010
in;ter;fere	interfere	101001000
in;ter;fered	interfered	1010010000
in;ter;ga;lac;tic	intergalactic	1010010100100
in;ter;gov;ern;men;tal	intergovernmental	10100100100100100
in;ter;im	interim	1010010
in;ter;laced	interlaced	1010010000
in;ter;leaved	interleaved	10100100000
in;ter;li;brar;y	interlibrary	101001010001
in;ter;link	interlink	101001000
in;ter;lock	interlock	101001000
in;ter;lude	interlude	101001000
in;ter;me;di;a;tion	intermediation	10100101011000
in;ter;me;di;ar;ies	intermediaries	10100101010100
in;ter;me;di;ar;y	intermediary	101001010101
in;ter;me;di;ate	intermediate	101001010100
in;ter;ment	interment	101001000
in;ter;mis;sion	intermission	101001001000
in;ter;mit;tent	intermittent	101001001000
in;ter;mit;tent;ly	intermittently	10100100100010
in;ter;moun;tain	intermountain	1010010001000
in;ter;na;tion	internation	10100101000
in;ter;na;tion;al	international	1010010100010
in;ter;na;tion;al;i;za;tion	internationalization	10100101000101101000
in;ter;na;tion;al;ly	internationally	101001010001010
in;ter;nal	internal	10100100
in;ter;nal;ly	internally	1010010010
in;ter;per;son;al	interpersonal	1010010010010
in;ter;phase	interphase	1010010000
in;ter;plan;e;tar;y	interplanetary	10100100011001
in;ter;play	interplay	101001000
in;ter;po;la;tion	interpolation	1010010101000
in;ter;po;lat;ed	interpolated	101001010010
in;ter;pre;ta;tion	interpretation	10100100101000
in;ter;pre;ta;tive	interpretative	10100100101000
in;ter;pre;tive	interpretive	101001001000
in;ter;pret	interpret	101001000
in;ter;pret;er	interpreter	10100100010
in;ter;ra;cial	interracial	10100101000
in;ter;re;lat;ed	interrelated	101001010010
in;ter;ro;ga;tion	interrogation	1010010101000
in;ter;ro;gat;ed	interrogated	101001010010
in;ter;ro;gate	interrogate	10100101000
in;ter;rog;a;to;ries	interrogatories	101001001101000
in;ter;rup;tion	interruption	101001001000
in;ter;rupt	interrupt	101001000
in;ter;rupt;ed	interrupted	10100100010
in;ter;sci;ence	interscience	101001001000
in;ter;sec;tion	intersection	101001001000
in;ter;sect	intersect	101001000
in;ter;spersed	interspersed	101001000000
in;ter;state	interstate	1010010000
in;ter;stel;lar	interstellar	101001000100
in;ter;sti;tial	interstitial	101001001000
in;ter;tid;al	intertidal	1010010010
in;ter;twined	intertwined	10100100000
in;ter;val	interval	10100100
in;ter;ven;ing	intervening	10100100100
in;ter;ven;tion	intervention	101001001000
in;ter;ven;tion;al	interventional	10100100100010
in;ter;vene	intervene	101001000
in;ter;vened	intervened	1010010000
in;ter;view	interview	101001000
in;ter;view;ee	interviewee	10100100010
in;ter;view;er	interviewer	10100100010
in;ter;wo;ven	interwoven	1010010100
in;ter;work;ing	interworking	101001000100
in;tern	intern	101000
in;tern;ment	internment	1010001000
in;tern;ship	internship	1010001000
in;terne	interne	1010000
in;tes;ti;nal	intestinal	1010010100
in;tes;tine	intestine	101001000
in;ti;ma;cy	intimacy	10101010
in;ti;mate	intimate	10101000
in;ti;mate;ly	intimately	1010100010
in;ti;tle	intitle	1010100
in;tim;i;da;tion	intimidation	101001101000
in;tim;i;dat;ed	intimidated	10100110010
in;tim;i;dat;ing	intimidating	101001100100
in;tim;i;date	intimidate	1010011000
in;to	into	1010
in;to;na;tion	intonation	1010101000
in;tol;er;a;ble	intolerable	10100101100
in;tol;er;ance	intolerance	10100101000
in;tol;er;ant	intolerant	1010010100
in;tox;i;ca;tion	intoxication	101001101000
in;tox;i;cat;ed	intoxicated	10100110010
in;tox;i;cat;ing	intoxicating	101001100100
in;tra;cel;lu;lar	intracellular	1010010010100
in;tra;cra;ni;al	intracranial	101001001010
in;tra;mu;ral	intramural	1010010100
in;tra;mus;cu;lar	intramuscular	1010010010100
in;tra;state	intrastate	1010010000
in;tra;u;ter;ine	intrauterine	101001100100
in;tra;ve;nous	intravenous	10100101000
in;trac;ta;ble	intractable	10100010100
in;trep;id	intrepid	10100010
in;tri;cate	intricate	101001000
in;tri;cate;ly	intricately	10100100010
in;tri;guing	intriguing	1010010000
in;trigue	intrigue	10100000
in;trigued	intrigued	101000000
in;trin;si;cal;ly	intrinsically	1010001010010
in;trin;sic	intrinsic	101000100
in;tro;duc;ing	introducing	10100100100
in;tro;duc;tion	introduction	101001001000
in;tro;duc;to;ry	introductory	101001001010
in;tro;duce	introduce	101001000
in;tro;duced	introduced	1010010000
in;tro;spec;tion	introspection	1010010001000
in;tro;spec;tive	introspective	1010010001000
in;tru;sion	intrusion	101001000
in;tru;sive	intrusive	101001000
in;trud;er	intruder	10100010
in;trude	intrude	1010000
in;tu;ba;tion	intubation	1010101000
in;tu;i;tion	intuition	101011000
in;tu;i;tive	intuitive	101011000
in;tu;i;tive;ly	intuitively	10101100010
in;tu;it	intuit	101010
in;un;dat;ed	inundated	101010010
in;va;lid;i;ty	invalidity	1010100110
in;va;sion	invasion	10101000
in;va;sive	invasive	10101000
in;vad;ed	invaded	1010010
in;vad;er	invader	1010010
in;vad;ing	invading	10100100
in;vade	invade	101000
in;val;i;dat;ed	invalidated	10100110010
in;val;i;date	invalidate	1010011000
in;val;id	invalid	1010010
in;val;u;a;ble	invaluable	1010011100
in;var;i;a;bly	invariably	1010011100
in;var;i;ant	invariant	101001100
in;ven;tion	invention	101001000
in;ven;tive	inventive	101001000
in;ven;to;ries	inventories	10100101000
in;ven;to;ry	inventory	101001010
in;ven;tor	inventor	10100100
in;vent	invent	101000
in;ver;sion	inversion	101001000
in;ver;te;brate	invertebrate	101001010000
in;verse	inverse	1010000
in;verse;ly	inversely	101000010
in;vert	invert	101000
in;vert;er	inverter	10100010
in;ves;ti;ga;tion	investigation	1010010101000
in;ves;ti;ga;tion;al	investigational	101001010100010
in;ves;ti;ga;tive	investigative	1010010101000
in;ves;ti;ga;tor	investigator	101001010100
in;ves;ti;gat;ed	investigated	101001010010
in;ves;ti;gat;ing	investigating	1010010100100
in;ves;ti;gate	investigate	10100101000
in;ves;tor	investor	10100100
in;vest	invest	101000
in;vest;ment	investment	1010001000
in;vi;ta;tion	invitation	1010101000
in;vi;ta;tion;al	invitational	101010100010
in;vig;or;at;ing	invigorating	101001010100
in;vin;ci;ble	invincible	1010010100
in;vis;i;bil;i;ty	invisibility	101001100110
in;vis;i;ble	invisible	101001100
in;vit;ed	invited	1010010
in;vit;ing	inviting	10100100
in;vite	invite	101000
in;vo;ca;tion	invocation	1010101000
in;voic;ing	invoicing	101000100
in;voice	invoice	1010000
in;voiced	invoiced	10100000
in;vok;ing	invoking	10100100
in;voke	invoke	101000
in;voked	invoked	1010000
in;vol;un;tar;i;ly	involuntarily	1010010100110
in;vol;un;tar;y	involuntary	10100101001
in;volv;ing	involving	101000100
in;volve	involve	1010000
in;volve;ment	involvement	10100001000
in;volved	involved	10100000
in;ward	inward	101000
in;ward;ly	inwardly	10100010
inc	inc	100
inch	inch	1000
incl	incl	1000
incr	incr	1000
ind	ind	100
inf	inf	100
init	init	1000
ink	ink	100
inn	inn	100
inn;keep;er	innkeeper	100100010
ins	ins	100
insp	insp	1000
inst	inst	1000
instr	instr	10000
insur;ance	insurance	100001000
int	int	100
inter	inter	10000
intl	intl	1000
intr	intr	1000
intro	intro	10000
inv	inv	100
ir;i;des;cent	iridescent	1011001000
ir;ra;di;a;tion	irradiation	10101011000
ir;ra;di;ance	irradiance	1010101000
ir;ra;di;at;ed	irradiated	1010101010
ir;ra;tion;al	irrational	1010100010
ir;re;duc;i;ble	irreducible	10101001100
ir;re;place;a;ble	irreplaceable	1010100001100
ir;re;sist;i;ble	irresistible	101010001100
ir;re;spec;tive	irrespective	101010001000
ir;re;spon;si;ble	irresponsible	1010100010100
ir;re;vers;i;ble	irreversible	101010001100
ir;reg;u;lar	irregular	101001100
ir;reg;u;lar;i;ty	irregularity	101001100110
ir;reg;u;lar;ly	irregularly	10100110010
ir;rel;e;vant	irrelevant	1010011000
ir;rep;a;ra;ble	irreparable	10100110100
ir;rev;er;ent	irreverent	1010010100
ir;rev;o;ca;ble	irrevocable	10100110100
ir;rev;o;ca;bly	irrevocably	10100110100
ir;ri;ga;tion	irrigation	1010101000
ir;ri;gat;ed	irrigated	101010010
ir;ri;ta;bil;i;ty	irritability	101010100110
ir;ri;ta;ble	irritable	101010100
ir;ri;ta;tion	irritation	1010101000
ir;ri;tant	irritant	10101000
ir;ri;tat;ed	irritated	101010010
ir;ri;tat;ing	irritating	1010100100
ir;ri;tate	irritate	10101000
ire	ire	100
is;che;mi;a	ischemia	10100101
is;che;mic	ischemic	10100100
is;chi;a	ischia	101001
is;land	island	101000
is;land;er	islander	10100010
is;let	islet	10100
is;su;ance	issuance	10101000
is;su;er	issuer	101010
is;su;ing	issuing	1010100
is;sue	issue	10100
is;sued	issued	101000
isle	isle	1000
ism	ism	100
isth;mus	isthmus	1000100
it;er	iter	1010
it;er;a;tion	iteration	101011000
it;er;a;tive	iterative	101011000
it;er;at;ed	iterated	10101010
it;er;ate	iterate	1010100
it;self	itself	101000
ita	ita	100
ital	ital	1000
itch	itch	1000
itch;ing	itching	1000100
itch;y	itchy	10001
its	its	100
ja;ger	jager	10100
ja;pan	japan	10100
ja;pon;i;ca	japonica	10100110
jaap	jaap	1000
jab	jab	100
jab;ber	jabber	100100
jac;quard	jacquard	10010000
jack	jack	1000
jack;al	jackal	100010
jack;ass	jackass	1000100
jack;et	jacket	100010
jack;pot	jackpot	1000100
jacks	jacks	10000
jad	jad	100
jad;ed	jaded	10010
jade	jade	1000
jae;ger	jaeger	100100
jag	jag	100
jag;ged	jagged	100100
jag;uar	jaguar	100100
jai	jai	100
jail	jail	1000
jail;house	jailhouse	100010000
jak	jak	100
jake	jake	1000
jakes	jakes	10000
jam	jam	100
jam;bo;ree	jamboree	10010100
jam;ming	jamming	1001000
jan;i;to;ri;al	janitorial	1001101010
jan;i;tor	janitor	1001100
jane	jane	1000
jar	jar	100
jar;gon	jargon	100100
jar;ring	jarring	1001000
jas;mine	jasmine	1001000
jas;per	jasper	100100
jaun;dice	jaundice	10001000
jave;lin	javelin	1000100
jaw	jaw	100
jaws	jaws	1000
jay	jay	100
jazz	jazz	1000
jazz;y	jazzy	10001
jct	jct	100
jeal;ous	jealous	1000100
jeal;ous;y	jealousy	10001001
jean	jean	1000
jeans	jeans	10000
jee	jee	100
jee;pers	jeepers	1001000
jeep	jeep	1000
jeez	jeez	1000
jel;ly	jelly	10010
jel;ly;fish	jellyfish	100101000
jell;o	jello	10001
jen	jen	100
jen;nie	jennie	100100
jen;ny	jenny	10010
jeop;ard;ize	jeopardize	1000100100
jeop;ard;y	jeopardy	10001001
jer	jer	100
jer;ry	jerry	10010
jer;sey	jersey	100100
jerk	jerk	1000
jerk;y	jerky	10001
jess	jess	1000
jesse	jesse	10000
jest	jest	1000
jest;er	jester	100010
jet	jet	100
jet;ty	jetty	10010
jew;el	jewel	10010
jew;el;er	jeweler	1001010
jew;el;ler;y	jewellery	100101001
jew;el;ry	jewelry	1001010
jew;eled	jeweled	1001000
ji;had	jihad	10100
jib	jib	100
jif;fy	jiffy	10010
jig	jig	100
jig;saw	jigsaw	100100
jill	jill	1000
jim;my	jimmy	10010
jin	jin	100
jin;gle	jingle	100100
jinx	jinx	1000
jit;ter	jitter	100100
jive	jive	1000
jo;ey	joey	1010
jo;han;nes	johannes	10100100
jo;jo;ba	jojoba	101010
jo;seph	joseph	101000
jo;ta	jota	1010
job	job	100
job;less	jobless	1001000
jock	jock	1000
jock;ey	jockey	100010
jodh;pur	jodhpur	1000100
joe	joe	100
jog	jog	100
jog;ger	jogger	100100
jog;ging	jogging	1001000
john	john	1000
john;ny	johnny	100010
join	join	1000
join;er	joiner	100010
join;er;y	joinery	1000101
joint	joint	10000
joint;ed	jointed	1000010
joint;ly	jointly	1000010
jok;er	joker	10010
jok;ing	joking	100100
joke	joke	1000
jol;ly	jolly	10010
jolt	jolt	1000
jor;dan	jordan	100100
jor;na;da	jornada	1001010
josh	josh	1000
joss	joss	1000
jot	jot	100
joule	joule	10000
jour	jour	1000
jour;nal	journal	1000100
jour;nal;is;tic	journalistic	100010010100
jour;nal;ism	journalism	1000100100
jour;nal;ist	journalist	1000100100
jour;ney	journey	1000100
jour;ney;man	journeyman	1000100100
joy	joy	100
joy;ful	joyful	100100
joy;ous	joyous	100100
ju;bi;lee	jubilee	1010100
ju;das	judas	10100
ju;di;ci;ar;y	judiciary	101010101
ju;di;cial	judicial	10101000
ju;di;cious	judicious	101010000
ju;do	judo	1010
ju;ju	juju	1010
ju;ni;per	juniper	1010100
ju;ra	jura	1010
ju;rid;i;cal	juridical	101001100
ju;ris;dic;tion	jurisdiction	101001001000
ju;ris;pru;dence	jurisprudence	1010010010000
ju;rist	jurist	101000
ju;ror	juror	10100
ju;ry	jury	1010
ju;ve;nile	juvenile	10101000
judg;ing	judging	1000100
judg;men;tal	judgmental	1000100100
judg;ment	judgment	10001000
judge	judge	10000
judge;ment	judgement	100001000
jug	jug	100
jug;ger;naut	juggernaut	1001001000
jug;gle	juggle	100100
juic;er	juicer	100010
juic;y	juicy	10001
juice	juice	10000
juke;box	jukebox	1000100
jum;ble	jumble	100100
jum;bo	jumbo	10010
jump	jump	1000
jump;er	jumper	100010
jun;gle	jungle	100100
jun;ior	junior	100100
jun;ta	junta	10010
junc;tion	junction	10001000
junc;ture	juncture	10001000
junk	junk	1000
junk;ie	junkie	100010
junk;y	junky	10001
junk;yard	junkyard	10001000
jus	jus	100
jus;ti;fi;a;ble	justifiable	10010101100
jus;ti;fi;a;bly	justifiably	10010101100
jus;ti;fi;ca;tion	justification	1001010101000
jus;ti;fied	justified	100101000
jus;ti;fy	justify	1001010
jus;ti;fy;ing	justifying	1001010100
jus;tice	justice	1001000
just	just	1000
just;ly	justly	100010
jute	jute	1000
jux;ta;po;si;tion	juxtaposition	1001010101000
ka;bu;ki	kabuki	101010
ka;hu;na	kahuna	101010
ka;lei;do;scope	kaleidoscope	101001010000
ka;mi	kami	1010
ka;mi;ka;ze	kamikaze	10101010
ka;na	kana	1010
ka;ra;te	karate	101010
ka;roo	karoo	10100
ka;ta;na	katana	101010
ka;va	kava	1010
kai;ser	kaiser	100100
kain	kain	1000
kal;i	kali	1001
kale	kale	1000
kan;ga;roo	kangaroo	10010100
kan;ji	kanji	10010
kane	kane	1000
kang	kang	1000
kap;pa	kappa	10010
kar;at	karat	10010
kar;ma	karma	10010
kar;mic	karmic	100100
karst	karst	10000
kart	kart	1000
kas	kas	100
kash;mir	kashmir	1000100
kat	kat	100
kay;ak	kayak	10010
kcal	kcal	1000
ke;a	kea	101
ke;bab	kebab	10100
ke;no	keno	1010
ke;to	keto	1010
ke;tone	ketone	101000
keck	keck	1000
keel	keel	1000
keen	keen	1000
keen;er	keener	100010
keen;ly	keenly	100010
keep	keep	1000
keep;er	keeper	100010
keep;ing	keeping	1000100
keep;sake	keepsake	10001000
kef	kef	100
keg	keg	100
kel;ly	kelly	10010
kel;vin	kelvin	100100
kelp	kelp	1000
kemp	kemp	1000
ken	ken	100
ken;do	kendo	10010
ken;nel	kennel	100100
kent	kent	1000
kept	kept	1000
ker;a;tin	keratin	1001100
ker;nel	kernel	100100
ker;o;sene	kerosene	10011000
ker;ry	kerry	10010
kerb	kerb	1000
kern	kern	1000
kes;trel	kestrel	1001000
ket;tle	kettle	100100
ketch;up	ketchup	1000010
key	key	100
key;board	keyboard	10010000
key;hole	keyhole	1001000
key;ing	keying	100100
key;less	keyless	1001000
key;note	keynote	1001000
key;stone	keystone	10010000
key;stroke	keystroke	100100000
key;word	keyword	1001000
keyed	keyed	10000
khak;i	khaki	10001
khan	khan	1000
ki;ley	kiley	10100
ki;mo;no	kimono	101010
ki;nase	kinase	101000
ki;ne;si;ol;o;gy	kinesiology	10101010110
ki;net;ic	kinetic	1010010
ki;net;ics	kinetics	10100100
ki;no	kino	1010
ki;osk	kiosk	10100
ki;wi	kiwi	1010
kick	kick	1000
kick;back	kickback	10001000
kick;er	kicker	100010
kick;off	kickoff	1000100
kid	kid	100
kid;der	kidder	100100
kid;die	kiddie	100100
kid;ding	kidding	1001000
kid;dy	kiddy	10010
kid;nap	kidnap	100100
kid;nap;ping	kidnapping	1001001000
kid;ney	kidney	100100
kil;o	kilo	1001
kil;o;gram	kilogram	10011000
kil;o;me;ter	kilometer	100110100
